"Station Id",,"Avg. Test Fees","Station Name",Address,City,ZIP,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
1268,,$31,"OLD FASHION SERVICE","2221 East 3300 SO","SALT LAKE CITY",84109,40.700215,-111.826628,1,rooftop,2221,"E 3300 S","Salt Lake City",UT,"Salt Lake County",84109,US,"Utah AGRC (and individual UT counties)"
1269,,$29,"AUTO REPAIR SANCHEZ","4195 SO 500 W #74",MURRAY,84123,40.682717,-111.903824,1,rooftop,4195,"S 500 W","Salt Lake City",UT,"Salt Lake County",84123,US,"Utah AGRC (and individual UT counties)"
1270,,$20,"D & T AUTO SAVERS","650 E SEGO LILY DR",SANDY,84070,40.573013,-111.873481,1,rooftop,650,"E Sego Lily Dr",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1272,,$22,"TRANSMISSION CITY INC","8324 SO 700 E",SANDY,84070,40.600101,-111.872636,1,rooftop,8324,"S 700 E",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1274,,$26,"KHANG'S AUTO REPAIR","4555 SO 300 W A300",MURRAY,84107,40.672403,-111.899536,1,range_interpolation,4555,"S 300 W","Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1275,,$30,"CLARK'S AUTOMOTIVE","506 E 1700 SO","SALT LAKE CITY",84105,40.733258,-111.876407,1,rooftop,506,"E 1700 S","Salt Lake City",UT,"Salt Lake County",84105,US,"Utah AGRC (and individual UT counties)"
1276,,$35,"CHUCK'S SERVICE CENTER","1955 E 2700 SO","SALT LAKE CITY",84106,40.713015,-111.835229,1,rooftop,1955,"E 2700 S","Salt Lake City",UT,"Salt Lake County",84106,US,"Utah AGRC (and individual UT counties)"
1277,,$35,"GLEN'S AUTO & DIESEL","7709 S ALLEN ST",MIDVALE,84047,40.610615,-111.907854,1,range_interpolation,7709,"S Allen St",Midvale,UT,"Salt Lake County",84047,US,"TIGER/Line® dataset from the US Census Bureau"
1278,,$30,"AUTO PRO INDEPENDENT","903 E 3900 S","SALT LAKE CITY",84124,40.687341,-111.86516,1,rooftop,903,"E 3900 S","Salt Lake City",UT,"Salt Lake County",84124,US,"Utah AGRC (and individual UT counties)"
1280,,$39,"KEARNS BIG O TIRES","3725 W 5400 S",KEARNS,84118,40.652718,-111.980013,0.8,rooftop,3725,"W 5400 S","Salt Lake City",UT,"Salt Lake County",84129,US,"Utah AGRC (and individual UT counties)"
1283,,$40,"JIFFY LUBE No.2010","1028 E DRAPER PKWY",DRAPER,84020,40.527428,-111.861268,1,rooftop,1028,"E Draper Pkwy",Draper,UT,"Salt Lake County",84020,US,"Utah AGRC (and individual UT counties)"
1284,,$41,"JIFFY LUBE  No.2014","6131 SO COUGAR LN",KEARNS,84118,40.659947,-111.996328,0.3,place,,,Kearns,UT,"Salt Lake County",84118,US,"TIGER/Line® dataset from the US Census Bureau"
1285,,$40,"JIFFY LUBE No.14","1850 W 4100 SO","WEST VALLEY",84119,40.682427,-111.942181,1,rooftop,1850,"W 4100 S","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1286,,$39,"JIFFY LUBE No.2008","3796 W 3500 SO","WEST VALLEY",84120,40.696926,-111.981822,1,rooftop,3796,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1288,,$33,"VOLKSWAGEN SOUTHTOWNE","11000 S FRONTAGE RD","SOUTH JORDAN",84095,40.553591,-111.897604,0.6,street_center,,"Frontage Rd","South Jordan",UT,"Salt Lake County",84095,US,"TIGER/Line® dataset from the US Census Bureau"
1290,,$15,"CHUY'S MECHANIC SHOP","4711 SO 300 W",MURRAY,84107,40.669512,-111.899525,1,range_interpolation,4711,"S 300 W","Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1293,,$40,"BIG O TIRE","178 E SOUTH TEMPLE","SALT LAKE CITY",84111,40.769198,-111.886366,1,range_interpolation,178,"E South Temple","Salt Lake City",UT,"Salt Lake County",84111,US,"TIGER/Line® dataset from the US Census Bureau"
1295,,$36,"G & R DIESEL PERF.& REPAI","97 E 12675 S ",DRAPER,84020,40.520741,-111.888412,1,rooftop,97,"E 12675 S",Draper,UT,"Salt Lake County",84020,US,"Utah AGRC (and individual UT counties)"
1297,,$43,"BIG O TIRES","910 S 300 W","SALT LAKE CITY",84101,40.749479,-111.900013,1,rooftop,910,"S 300 W","Salt Lake City",UT,"Salt Lake County",84101,US,"Utah AGRC (and individual UT counties)"
1299,,$33,"MET AUTO LLC","62 E GRANITE AVE","SALT LAKE CITY",84115,40.700605,-111.889378,1,rooftop,62,"E Granite Ave","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1301,,$42,"JIFFY LUBE NO. 2013","4949 SO STATE ST",MURRAY,84107,40.666892,-111.887991,0.3,place,,,Murray,UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1302,,$34,"TEN MINUTE EMISSIONS","4735 W 3500 SO #B","WEST VALLEY",84120,40.696195,-112.004033,1,rooftop,4735,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1304,,$33,"MURDOCK HYUNDAI","4646 SO STATE ST",MURRAY,84107,40.666892,-111.887991,0.3,place,,,Murray,UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1309,,$25,"CAPITAL CITY  AUTOMOTIVE","3999 SO MAIN ST UNIT S1",MILLCREEK,84107,40.656796,-111.890414,0.22,place,,,"Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1311,,$39,"JIFFY LUBE NO.2007","10620 S 700 E",SANDY,84070,40.558414,-111.872994,1,rooftop,10620,"S 700 E",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1312,,$39,"AMAYA AUTO SERVICES LLC","1806 W 3500 S","WEST VALLEY CITY",84119,40.697285,-111.940953,1,rooftop,1806,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1313,,$36,"BIG O TIRE","8835 S 700 E",SANDY,84070,40.590807,-111.871694,1,rooftop,8835,"S 700 E",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1314,,$31,"KEN GARFF HYUNDAI","717 SO WEST TEMPLE","SALT LAKE CITY",84101,40.756095,-111.900719,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84101,US,"TIGER/Line® dataset from the US Census Bureau"
1316,,$39,"JIFFY LUBE No.2039","3936 W 5400 SO",KEARNS,84118,40.653389,-111.985087,0.8,rooftop,3936,"W 5400 S","Salt Lake City",UT,"Salt Lake County",84129,US,"Utah AGRC (and individual UT counties)"
1317,,$40,"JIFFY LUBE No.2038","677 E 400 SO","SALT LAKE CITY",84102,40.76092,-111.871497,1,rooftop,677,"E 400 S","Salt Lake City",UT,"Salt Lake County",84102,US,"Utah AGRC (and individual UT counties)"
1318,,$26,"GUATEMEX AUTO REPAIR","2688 SO REDWOOD RD SUITE J","WEST VALLEY",84119,40.700258,-111.946425,0.22,place,,,"Salt Lake City",UT,"Salt Lake County",84119,US,"TIGER/Line® dataset from the US Census Bureau"
1320,,$41,"GOOD LOOKING DAVES INC","4580 S 300 W",MURRAY,84107,40.672214,-111.899832,1,range_interpolation,4580,"S 300 W","Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1322,,$23,"QUALITY EMISSION & INSP","3999 SO MAIN ST #N1","SALT LAKE CITY ",84107,40.656796,-111.890414,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1325,,$35,"DWIGHT'S FLEET & AUTO","366 W 6100 S STE 1",MURRAY,84107,40.639422,-111.900256,1,rooftop,366,"W 6100 S","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1327,,$31,"PEAK PERFORMANCE AUTO 1","2810 S 400 W","SALT LAKE CITY",84115,40.709729,-111.902761,1,rooftop,2810,"S 400 W","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1330,,$30,"ZURITA'S AUTOMOTIVE LLC","3578 S 1950 W","WEST VALLEY",84119,40.694555,-111.945799,1,rooftop,3578,"S 1950 W","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1331,,$2,"PRESTMAN AUTO","2865 SO STATE ST","SALT LAKE CITY",84115,40.714496,-111.893118,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1333,,$32,"BACK SHOP AUTO","3105 W 3500 S #2","WEST VALLEY CITY",84119,40.6964,-111.965766,1,rooftop,3105,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1334,,$31,"FABIAN'S EMISSIONS & AUTO","2775 SO MAIN ST #B","SALT LAKE CITY",84115,40.714496,-111.893118,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1335,,$15,"STATE RADIATOR","8408 S STATE ST",MIDVALE,84047,40.598479,-111.891149,1,rooftop,8408,"S State St",Midvale,UT,"Salt Lake County",84047,US,"Utah AGRC (and individual UT counties)"
1337,,$40,"DW AUTO & TOWING","2690 W 3100 SO","WEST VALLEY",84119,40.70406,-111.957829,1,range_interpolation,2690,"W 3100 S","Salt Lake City",UT,"Salt Lake County",84119,US,"TIGER/Line® dataset from the US Census Bureau"
1338,,$20,"JS AUTOMOTIVE","260 W 900 SO","SALT LAKE CITY",84101,40.75008,-111.898842,1,rooftop,260,"W 900 S","Salt Lake City",UT,"Salt Lake County",84101,US,"Utah AGRC (and individual UT counties)"
1340,,$21,"MIKES COMPLETE AUTO REPAI","8238 SO STATE ST",MIDVALE,84047,40.61106,-111.89994,0.33,place,,,Midvale,UT,"Salt Lake County",84047,US,"TIGER/Line® dataset from the US Census Bureau"
1342,,$23,"GENERAL AUTO REPAIR","3426 S 300 W","SALT LAKE CITY",84115,40.696861,-111.900317,1,rooftop,3426,"S 300 W","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1343,,$28,"KARL MALONE MITSUBISHI","10736 SO STATE ST",SANDY,84070,40.577106,-111.889047,0.33,place,,,Sandy,UT,"Salt Lake County",84070,US,"TIGER/Line® dataset from the US Census Bureau"
1344,,$25,"LAKE CITY AUTO","4020 S WEST TEMPLE",MURRAY,84107,40.685293,-111.894112,1,range_interpolation,4020,"S West Temple","Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1345,,$28,"AFFORDABLE CAR CARE","3385 W 3500 S","WEST VALLEY",84119,40.696319,-111.971925,1,rooftop,3385,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1348,,$42,"BIG O TIRES COLEY INC","4745 S STATE ST","MURRAY ",84107,40.668529,-111.887656,1,rooftop,4745,"S State St","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1349,,$30,"PRECISION TUNE AUTO CARE","5851 SO STATE ST",MURRAY,84107,40.666892,-111.887991,0.3,place,,,Murray,UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1353,,$37,"MCNEILS AUTO","10665 S 700 E",SANDY,84070,40.557702,-111.871646,1,rooftop,10665,"S 700 E",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1354,,$29,"SPEEDY AUTO REPAIR","205 E 3300 SO","SALT LAKE CITY",84115,40.700201,-111.885092,1,rooftop,205,"E 3300 S","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1356,,$31,"RICHINS CAR SERVICE","568 E 12300 SO",DRAPER,84020,40.526445,-111.875983,1,rooftop,568,"E 12300 S",Draper,UT,"Salt Lake County",84020,US,"Utah AGRC (and individual UT counties)"
1358,,$45,"JIFFY LUBE NO.3442","13955 S BANGERTER PKWY",DRAPER,84020,40.498307,-111.884683,1,rooftop,13955,"S Bangerter Pkwy",Draper,UT,"Salt Lake County",84020,US,"Utah AGRC (and individual UT counties)"
1361,,$40,"JEANNETTE AUTO REPAIR","4091 SO STATE ST BLDG B","SALT LAKE CITY",84107,40.656796,-111.890414,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1362,,$31,"LARRY H MILLER USED CAR ","10990 SO AUTOMALL DR",SANDY,84070,40.577106,-111.889047,0.33,place,,,Sandy,UT,"Salt Lake County",84070,US,"TIGER/Line® dataset from the US Census Bureau"
1364,,$25,"EL NINO EMISSION AND INSP","4319 W 3500 SO","WEST VALLEY",84120,40.696394,-111.994251,1,rooftop,4319,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1367,,$28,"PEP BOYS AUTO NO.794","2160 S 700 E","SALT LAKE CITY",84106,40.724027,-111.872051,1,rooftop,2160,"S 700 E","Salt Lake City",UT,"Salt Lake County",84106,US,"Utah AGRC (and individual UT counties)"
1368,,$30,"PEP BOYS AUTO NO.785","2040 W 3500 SO","SALT LAKE CITY",84119,40.697104,-111.945443,1,rooftop,2040,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1370,,$34,"ALEXS AUTOHAUS","7470 SO STATE ST",MIDVALE,84047,40.61106,-111.89994,0.33,place,,,Midvale,UT,"Salt Lake County",84047,US,"TIGER/Line® dataset from the US Census Bureau"
1374,,$33,"PYLE WHEEL AND BRAKE SVC","3154 S 300 W","SALT LAKE CITY",84115,40.702387,-111.90003,1,rooftop,3154,"S 300 W","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1375,,$46,"THE SMOG SHOP AUTO SVCS","836 SO REDWOOD RD","SALT LAKE CITY",84104,40.747845,-111.9841,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84104,US,"TIGER/Line® dataset from the US Census Bureau"
1376,,$37,"EMISSION TIME","32 E 9000 S",SANDY,84070,40.587492,-111.889781,1,rooftop,32,"E 9000 S",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1377,,$21,"ELITE EMISSIONS","4659 S STATE ST",MURRAY,84107,40.670495,-111.887862,1,rooftop,4659,"S State St","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1380,,$30,"CONTRACT AUTO REPAIR","4004 SO WEST TEMPLE","SALT LAKE CITY",84107,40.656796,-111.890414,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1382,,$21,"VELOCITY AUTO SALES","12244 S GALENA PARK BLVD",DRAPER,84020,40.527828,-111.907375,1,rooftop,12244,"S Galena Park Blvd",Draper,UT,"Salt Lake County",84020,US,"Utah AGRC (and individual UT counties)"
1384,,$32,"ROCKY'S TIRE PROS","3939 SO STATE ST",MURRAY,84107,40.666892,-111.887991,0.3,place,,,Murray,UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1386,,$32,"STRONG VOLKSWAGEN INC","1070 S MAIN ST","SALT LAKE CITY",84101,40.745783,-111.891363,1,rooftop,1070,"S Main St","Salt Lake City",UT,"Salt Lake County",84101,US,"Utah AGRC (and individual UT counties)"
1387,,$21,"168 AUTO REPAIR","61 W 2100 SO","SALT LAKE CITY",84115,40.725291,-111.893068,1,rooftop,61,"W 2100 S","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1389,,$31,"SLV CHRYSLER DODGE JEEP","2309 S STATE STREET","SALT LAKE CITY",84115,40.720718,-111.887703,1,rooftop,2309,"S State St","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1391,,$31,"FASTLUBE PLUS LLC","1302 SO STATE ST","SALT LAKE CITY",84115,40.714496,-111.893118,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1395,,$44,"FABULOUS FREDDYS CAR WASH","1065 E 9400 SO",SANDY,84094,40.581191,-111.860347,1,rooftop,1065,"E 9400 S",Sandy,UT,"Salt Lake County",84094,US,"Utah AGRC (and individual UT counties)"
1405,,$11,"SINDY AUTO REPAIR","4690 S RIVERSIDE DR",MURRAY,84123,40.674548,-111.9056,0.7,range_interpolation,4690,"Riverside Dr","Salt Lake City",UT,"Salt Lake County",84123,US,"TIGER/Line® dataset from the US Census Bureau"
1407,,$30,"PRECISION TUNE","2547 SO STATE ST","SALT LAKE CITY",84115,40.714496,-111.893118,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1408,,$25,"LUCAS AUTO SERVICE & TOWI","3726 SO SECORD ST","SALT LAKE CITY",84115,40.714496,-111.893118,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1411,,$40,"BURT BROTHERS TIRE & SERV","13722 SO REDWOOD RD","RIVERTON ",84065,40.52189,-111.9391,0.33,place,,,Riverton,UT,"Salt Lake County",84065,US,"TIGER/Line® dataset from the US Census Bureau"
1413,,$37,"L AND T AUTO SERVICE","1255 W 400 S","SALT LAKE CITY",84104,40.760343,-111.927373,1,rooftop,1255,"W 400 S","Salt Lake City",UT,"Salt Lake County",84104,US,"Utah AGRC (and individual UT counties)"
1414,,$34,"VIKING AUTOMOTIVE","6905 S STATE ST",MIDVALE,84047,40.62586,-111.889689,1,rooftop,6905,"S State St",Midvale,UT,"Salt Lake County",84047,US,"Utah AGRC (and individual UT counties)"
1419,,$30,"VINCE QUANG'S AUTO","4149 SO MAIN ST SUITE 3","SALT LAKE CITY",84107,40.656796,-111.890414,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1420,,$34,"STEVES AUTOMOTIVE SPECIA ","9245 S 700 E",SANDY,84070,40.583792,-111.871891,1,rooftop,9245,"S 700 E",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1422,,$30,"BIG O TIRES","4546 S 900 E","SALT LAKE CITY",84117,40.672857,-111.866031,1,rooftop,4546,"S 900 E","Salt Lake City",UT,"Salt Lake County",84117,US,"Utah AGRC (and individual UT counties)"
1423,,$26,"VALLEY IMPORTS REPAIR LLC","1301 E MILLER AVE UNIT 12","SALT LAKE CITY",84106,40.703293,-111.854118,1,rooftop,1301,"E Miller Ave","Salt Lake City",UT,"Salt Lake County",84106,US,"Utah AGRC (and individual UT counties)"
1424,,$33,"JERRY SEINER KIA","10301 S JORDAN GATEWAY","SOUTH JORDAN",84095,40.562645,-111.90247,1,range_interpolation,10301,"S Jordan Gtwy","South Jordan",UT,"Salt Lake County",84095,US,"TIGER/Line® dataset from the US Census Bureau"
1425,,$36,"HERZ HIGH TECH","4339 W 3500 S","WEST VALLEY CITY",84120,40.696225,-111.994684,1,rooftop,4339,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1429,,$41,"JIFFY LUBE NO.3732","2196 W 5400 So",TAYLORSVILLE,84129,40.653239,-111.947554,1,range_interpolation,2196,"W 5400 S","Salt Lake City",UT,"Salt Lake County",84129,US,"TIGER/Line® dataset from the US Census Bureau"
1432,,$41,"ALL ABOUT EMISSIONS","8610 S 700 E",SANDY,84070,40.594331,-111.872529,1,rooftop,8610,"S 700 E",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1436,,$37,"MAIN STREET MUFFLER","3683 S MAIN ST","SALT LAKE CITY",84115,40.691196,-111.890836,1,rooftop,3683,"S Main St","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1439,,$41,"JIFFY LUBE NO.3740","3332 W South Jordan Pkwy","SOUTH JORDAN",84095,40.541268,-111.970384,0.6,rooftop,3332,"W Jordan Bend Rd","South Jordan",UT,"Salt Lake County",84095,US,"Utah AGRC (and individual UT counties)"
1440,,$41,"TIM DAHLE NISSAN","11155 SO JORDAN GTWY","SOUTH JORDAN",84095,40.554098,-111.953891,0.33,place,,,"South Jordan",UT,"Salt Lake County",84095,US,"TIGER/Line® dataset from the US Census Bureau"
1441,,$37,"TUNEX OF SOUTH JORDAN","1247 W SOUTH JORDAN PKWY","SOUTH JORDAN",84095,40.561936,-111.9271,1,range_interpolation,1247,"W South Jordan Pkwy","South Jordan",UT,"Salt Lake County",84095,US,"TIGER/Line® dataset from the US Census Bureau"
1442,,$35,"DEKRA SAFETY & EMISSIONS","7736 S STATE ST",MIDVALE,84047,40.610686,-111.891094,1,rooftop,7736,"S State St",Midvale,UT,"Salt Lake County",84047,US,"Utah AGRC (and individual UT counties)"
1443,,$38,"DEKRA SAFETY & EMISSIONS","5983 S 900 E",MURRAY,84121,40.642467,-111.865614,1,rooftop,5983,"S 900 E","Salt Lake City",UT,"Salt Lake County",84121,US,"Utah AGRC (and individual UT counties)"
1444,,$34,"DEKRA SAFETY & EMISSIONS","865 S STATE ST","SALT LAKE CITY",84111,40.750349,-111.887881,1,rooftop,865,"S State St","Salt Lake City",UT,"Salt Lake County",84111,US,"Utah AGRC (and individual UT counties)"
1446,,$36,"DEKRA SAFETY & EMISSIONS","1835 W 9000 S","WEST JORDAN",84088,40.587471,-111.941282,1,rooftop,1835,"W 9000 S","West Jordan",UT,"Salt Lake County",84088,US,"Utah AGRC (and individual UT counties)"
1448,,$30,"SOUTHTOWNE MAZDA","10785 SO AUTOMALL DR",SANDY,84070,40.577106,-111.889047,0.33,place,,,Sandy,UT,"Salt Lake County",84070,US,"TIGER/Line® dataset from the US Census Bureau"
1450,,$35,"L.A. AUTO REPAIR","315 E 3300 So","Salt Lake City",84115,40.700403,-111.882294,1,rooftop,315,"E 3300 S","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1451,,$22,"DMV EMISSION & INSPECTION","4973 S REDWOOD RD",TAYLORSVILLE,84123,40.661149,-111.938548,1,rooftop,4973,"S Redwood Rd","Salt Lake City",UT,"Salt Lake County",84123,US,"Utah AGRC (and individual UT counties)"
1453,,$35,"HUNTER CASH SAVER","6809 W 3500 SO","WEST VALLEY",84128,40.696272,-112.053841,1,rooftop,6809,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84128,US,"Utah AGRC (and individual UT counties)"
1454,,$21,"MASTER MUFFLER","2284 W 12600 S",RIVERTON,84065,40.522552,-111.949915,1,rooftop,2284,"W 12600 S",Riverton,UT,"Salt Lake County",84065,US,"Utah AGRC (and individual UT counties)"
1458,,$31,"J & A ECONOMIC COMPLETE","7359 SO STATE ST",MIDVALE,84047,40.61106,-111.89994,0.33,place,,,Midvale,UT,"Salt Lake County",84047,US,"TIGER/Line® dataset from the US Census Bureau"
1461,,$38,"QUICK EMISSIONS","2570 W 4700 SO",TAYLORSVILLE,84129,40.668015,-111.955538,1,rooftop,2570,"W 4700 S","Salt Lake City",UT,"Salt Lake County",84129,US,"Utah AGRC (and individual UT counties)"
1463,,$35,"CLIFF'S GARAGE","1489 SO MAJOR ST","SALT LAKE CITY",84115,40.714496,-111.893118,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1465,,$15,"IMAGE AUTO SALES","1308 W 7800 SO","WEST JORDAN",84088,40.609953,-111.929542,1,rooftop,1308,"W 7800 S","West Jordan",UT,"Salt Lake County",84088,US,"Utah AGRC (and individual UT counties)"
1466,,$34,MIDAS,"6180 SO STATE ST",MURRAY,84107,40.666892,-111.887991,0.3,place,,,Murray,UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1468,,$20,"MILLENIUM AUTO NETWORK","13203 SO MINUTEMAN DR",DRAPER,84020,40.506148,-111.869671,0.33,place,,,Draper,UT,"Salt Lake County",84020,US,"TIGER/Line® dataset from the US Census Bureau"
1471,,$21,"UTAH AUTOMOTIVE","4100 SO STATE ST","SALT LAKE CITY",84107,40.656796,-111.890414,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84107,US,"TIGER/Line® dataset from the US Census Bureau"
1472,,$24,"QUALITY AUTOMOTIVE","740 W1700 SO #10","SALT LAKE CITY",84104,40.734043,-111.912241,0.9,rooftop,740,"W 1700 S","Salt Lake City",UT,"Salt Lake County",84104,US,"Utah AGRC (and individual UT counties)"
1473,,$27,"GUS SHOP","3092 S STATE ST","SALT LAKE CITY",84115,40.703758,-111.888635,1,rooftop,3092,"S State St","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1475,,$30,"ADVANCED SVC AUTOMOTIVE","4485 W 3500 SO","WEST VALLEY",84120,40.696202,-111.998154,1,rooftop,4485,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1477,,$22,"ASE EMISSION & INSPECTION","150 W 4800 SO #4",MURRAY,84107,40.66876,-111.894484,1,rooftop,150,"W 4800 S","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1478,,$42,"GREASE MONKEY","3668 W 11400 S","SOUTH JORDAN",84095,40.544618,-111.978507,1,rooftop,3668,"W 11400 S","South Jordan",UT,"Salt Lake County",84095,US,"Utah AGRC (and individual UT counties)"
1480,,$26,"C B AUTO LLC","1661 W 900 S","SALT LAKE CITY ",84104,40.750086,-111.938343,1,rooftop,1661,"W 900 S","Salt Lake City",UT,"Salt Lake County",84104,US,"Utah AGRC (and individual UT counties)"
